Model,IfcColumn,IfcDistributionControlElement,IfcDoor,IfcFlowController,IfcFlowFitting,IfcFlowSegment,IfcFlowTerminal,IfcFurnishingElement,IfcRailing,IfcSlab,IfcStair,IfcWall,IfcWindow,Overall
BIMGEOM,91.5,83.78,93.92,88.57,68.29,77.97,86.0,85.14,92.49,94.96,95.52,87.22,94.19,87.66
